candidate_id,design_id,design_index,activity_pair,topology,distance_a,doping,angle_deg,variant_id,score,max_force_ev_per_a
9502397a,x37,37,Catalase + Peroxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,0.7818906909588861,0.0470047496629781
66a9e1fa,x39,39,Catalase + Glutathione Peroxidase,independent separated,11.4,N,15,x39_separated_d11.4_n_a15,0.7727197492034573,0.043256235698905
0c47f082,x41,41,Catalase + Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7710271028059617,0.0415788836841863
a23c7a6c,x41,41,Catalase + Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7805247311754001,0.0475140448968916
8b06e731,x41,41,Catalase + Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7739853810132499,0.0359927513618144
ebe06968,x41,41,Catalase + Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603
12d32dab,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7721458607002749,0.0318107386225411
16e7f330,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7721458607002749,0.0318107386225411
742aba40,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603
b5aad8dd,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603
730b9385,x41,41,Catalase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7721458607002749,0.0318107386225411
ea2c7ef2,x41,41,Catalase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603
18413b3e,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7792413328415921,0.0497388545612139
16da8ca8,x41,41,Glucose Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7792413328415921,0.0497388545612139
07be8be8,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7422286078397209,0.0482322789270471
35496c33,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7445802464514482,0.0490154239554888
53689eb8,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7616128370863351,0.0281881493339726
d0e763c5,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7599777551105995,0.0499766469419764
0d026db6,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7599777551105995,0.0499766469419764
1ee7d713,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7616128370863351,0.0281881493339726
64928548,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7673528681860793,0.0445165760315157
e6496c02,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7657665859456679,0.0429944463632323
3fc90a7e,x41,41,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7915290462996825,0.0485304754869852
4536cfb5,x41,41,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7766638017287193,0.0498501218226645
c78f0cb3,x41,41,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567
e079d280,x41,41,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7704636814974029,0.0481189856776892
0a4850cd,x41,41,Catalase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487
2cef1d32,x41,41,Catalase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567
449c2453,x41,41,Catalase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487
debc04c4,x41,41,Catalase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567
04e048d9,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073
6e25a9f2,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824
74c8179e,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7759146309607963,0.0453180654648987
f7e729b9,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7702526600943473,0.0451732091218029
1cbd79d8,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824
278270c5,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073
4a583596,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852
b0d27180,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746
0f96c07e,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073
2c11e785,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852
73dc09b5,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824
ecd634a6,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746
4442f5f8,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546
82135a5e,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083
ac79c6bc,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671
efb03ea5,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956
1205c5f3,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083
4adfaf8a,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671
78a36f04,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546
830321f8,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956
1dce8c74,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956
919ccd7b,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7643753592740308,0.0478102105622102
a4f1410e,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546
f596df19,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7650262739638519,0.0457985069050329
dadedca1,x42,42,Catalase + Oxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.7516357841298118,0.0495819472946746
d55d440b,x42,42,Catalase + Peroxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.7516357841298118,0.0495819472946746
0d586dda,x42,42,Oxidase + Peroxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.6920198607720043,0.0398119889690761
33f5090f,x42,42,Oxidase + Peroxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.7045941570891534,0.0439805318631572
99c9e8a3,x42,42,Catalase + Oxidase,independent adjacent,9.8,NS,105,x42_adjacent_d9.8_ns_a105,0.7790927424633873,0.0470047496629781
65f1b705,x42,42,Catalase + Peroxidase,independent adjacent,9.8,NS,105,x42_adjacent_d9.8_ns_a105,0.7790927424633873,0.0470047496629781
3861fc30,x45,45,Oxidase + Peroxidase,independent adjacent,7.0,S,45,x45_adjacent_d7.0_s_a45,0.7561832827557883,0.0403781848725311
83fb28e5,x45,45,Oxidase + Peroxidase,independent adjacent,7.0,S,45,x45_adjacent_d7.0_s_a45,0.7220162759491427,0.048711806983356
287b9237,x46,46,Catalase + Oxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7603654832184418,0.0495877286054424
40f61d8b,x46,46,Catalase + Oxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7673686233128572,0.0373336937494809
59ee06a3,x46,46,Catalase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7673686233128572,0.0373336937494809
5bfbeee7,x46,46,Catalase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7603654832184418,0.0495877286054424
820735e7,x46,46,Oxidase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7321054053549264,0.0403821900654531
c583be02,x46,46,Oxidase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7359768148366754,0.0255910626519686
47008e1f,x57,57,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7762577459457027,0.0498422704378364
4e3975dc,x57,57,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7899004553696476,0.0350959619043756
2270131c,x57,57,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609
f7f45691,x57,57,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7677898002515564,0.0479004479386816
43609ae6,x57,57,Catalase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939
8bd9eb2b,x57,57,Catalase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609
800a5ee6,x57,57,Catalase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939
943889b8,x57,57,Catalase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609
527978e9,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689
5efb93e0,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372
ccdababb,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7690812304364244,0.0478204130729478
f05535a0,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7741380957515274,0.0484582316642808
183f4719,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756
6f57fdb3,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093
bf72d0e8,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372
fda8de88,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689
31967c28,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372
5a342069,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093
6e8d7cbd,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756
c86619b2,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689
1faba8f9,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848
65580183,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579
b9ee7011,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096
c8e4178b,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077
69a0bda6,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848
923d957d,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579
a9f7bf53,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096
dfc95401,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077
49d8654f,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7641411237606842,0.0257603205875425
4af72a56,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7612147638713789,0.0444608452564283
a5876604,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579
fac043ca,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096
e2df0fd2,x65,65,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,45,x65_separated_d13.0_ns_a45,0.7266343337096387,0.0492664134402465
41ea9b1a,x65,65,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,45,x65_separated_d13.0_ns_a45,0.7266343337096387,0.0492664134402465
14da43b0,x81,81,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7766638017287193,0.0498501218226645
90f59ed8,x81,81,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7915290462996825,0.0485304754869852
12f8e209,x81,81,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567
e6650af1,x81,81,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7704636814974029,0.0481189856776892
bb8e562b,x81,81,Catalase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567
fdfd6860,x81,81,Catalase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487
69363cfc,x81,81,Catalase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487
c2e06ea5,x81,81,Catalase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567
0da00df8,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7702526600943473,0.0451732091218029
1627eeaf,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7759146309607963,0.0453180654648987
28418c62,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824
b747c30a,x81,81,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073
16b9004c,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824
89f6b696,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746
c6a40341,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073
e98a6f21,x81,81,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852
3a71ed17,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073
3d0842b0,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824
be9451f8,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852
e572916b,x81,81,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746
500dcc9a,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546
9843432e,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671
c462dc2f,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956
d15b087a,x81,81,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083
2b9a2411,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956
3090753d,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671
5c800c3f,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083
f27c9bfe,x81,81,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546
6e9c3cb1,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956
7e2ac79d,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546
857368fa,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7650262739638519,0.0457985069050329
d81cfa42,x81,81,Oxidase + Peroxidase,independent separated,13.0,NS,75,x81_separated_d13.0_ns_a75,0.7643753592740308,0.0478102105622102
6351872b,x97,97,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7762577459457027,0.0498422704378364
80c2eafe,x97,97,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7899004553696476,0.0350959619043756
c62eca05,x97,97,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609
f86e34d1,x97,97,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7677898002515564,0.0479004479386816
483b02da,x97,97,Catalase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939
d57805d3,x97,97,Catalase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609
15554d92,x97,97,Catalase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609
779659da,x97,97,Catalase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939
022ccd24,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372
48587e0c,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689
5435c51d,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7741380957515274,0.0484582316642808
e9adae1b,x97,97,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7690812304364244,0.0478204130729478
40f2a0e8,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689
8116498d,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093
94dcfd67,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372
dfd552c6,x97,97,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756
00794632,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372
25b5188e,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756
b948358d,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093
ba41df18,x97,97,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689
12abc2ab,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579
92bbfa96,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096
b3c635a6,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848
c17409f6,x97,97,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077
4b1e1178,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077
923d23ca,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096
a383b8e4,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579
d71aff67,x97,97,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848
b03e841e,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579
b86cb42a,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7641411237606842,0.0257603205875425
be3a4d93,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096
f5499cc5,x97,97,Oxidase + Peroxidase,independent separated,13.0,NS,105,x97_separated_d13.0_ns_a105,0.7612147638713789,0.0444608452564283
c5915db8,x99,99,Glucose Oxidase + Oxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.7285493542188114,0.0492197712766929
4154006c,x99,99,Glucose Oxidase + Peroxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.7285493542188114,0.0492197712766929
0210dc0e,x99,99,Oxidase + Peroxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.6971544740595931,0.0272247472824738
f2c68f59,x99,99,Oxidase + Peroxidase,independent separated,14.6,N,15,x99_separated_d14.6_n_a15,0.6952934751012633,0.0353083248357375
79c287f3,x100,100,Catalase + Glutathione Peroxidase,independent separated,8.8,N,45,x100_separated_d8.8_n_a45,0.7528525906725304,0.0359821362270423
692acd53,x100,100,Glucose Oxidase + Glutathione Peroxidase,independent separated,8.8,N,45,x100_separated_d8.8_n_a45,0.765165427847013,0.0493369008679787
f3835a85,x100,100,Glucose Oxidase + Glutathione Peroxidase,independent separated,8.8,N,45,x100_separated_d8.8_n_a45,0.7392822918587806,0.0499464966996556
