profile_id,candidate_id,design_id,design_index,activity_pair,activity,partner_activity,topology,distance_a,doping,angle_deg,variant_id,selected_method,adsorption_energy_ev,activation_metric_ev,reaction_energy_ev,scan_energy_range_ev,frame_count,converged_frames,score,max_force_ev_per_a
e0cd31ae_glutathione_peroxidase,e0cd31ae,x17,17,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent adjacent,9.2,S,105,x17_adjacent_d9.2_s_a105,GFN1 SCF fallback,2.021433287232867,4.747513166549652,4.177911706031409,4.747513166549652,5,5,0.7657656944558495,0.0494346510256475
e0cd31ae_peroxidase,e0cd31ae,x17,17,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent adjacent,9.2,S,105,x17_adjacent_d9.2_s_a105,GFN2 deep,0.1970411905599576,1.459296044528401,-1.820471200357133,3.2797672448855337,5,5,0.7657656944558495,0.0494346510256475
e3fd0119_glutathione_peroxidase,e3fd0119,x17,17,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent adjacent,9.2,S,105,x17_adjacent_d9.2_s_a105,GFN2 deep,2.09464275843402,3.963377461774144,-0.2638787740725092,4.227256235846653,5,5,0.7589611527281492,0.0498992320306291
e3fd0119_oxidase,e3fd0119,x17,17,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent adjacent,9.2,S,105,x17_adjacent_d9.2_s_a105,First pass,-0.9821648776210168,0.128571987030682,0.128571987030682,0.3078795638584779,5,5,0.7589611527281492,0.0498992320306291
0f467492_oxidase,0f467492,x19,19,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,14.6,N,15,x19_separated_d14.6_n_a15,GFN2 deep,-0.8593883250055114,0.0,-1.2864400774610658,1.950858505411361,5,5,0.7050384689857184,0.0486279128311497
0f467492_peroxidase,0f467492,x19,19,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,14.6,N,15,x19_separated_d14.6_n_a15,GFN1 SCF fallback,0.0367540750426087,2.201389142656353,-0.7128728392713128,2.914261981927666,5,5,0.7050384689857184,0.0486279128311497
8de672d0_glutathione_peroxidase,8de672d0,x19,19,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent separated,14.6,N,15,x19_separated_d14.6_n_a15,GFN1 extended,2.4615478079203967,1.4614499888139107,-1.177964088546105,5.172869193273073,5,5,0.7028794989734736,0.0482526815281951
8de672d0_oxidase,8de672d0,x19,19,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,14.6,N,15,x19_separated_d14.6_n_a15,GFN2 deep,-1.057807176305232,0.0,-2.5752829600933183,2.729844689601123,5,5,0.7028794989734736,0.0482526815281951
a009cc05_glutathione_peroxidase,a009cc05,x19,19,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent adjacent,10.4,N,15,x19_adjacent_d10.4_n_a15,GFN1 extended,2.3236532180389986,0.0,-0.3638310336173163,2.3267058888759493,5,5,0.7356466239051384,0.0499921761899505
a009cc05_oxidase,a009cc05,x19,19,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent adjacent,10.4,N,15,x19_adjacent_d10.4_n_a15,GFN2 deep,-0.8607717794034215,0.0,-0.2571614389180467,0.578185104718159,5,5,0.7356466239051384,0.0499921761899505
ab534c30_glutathione_peroxidase,ab534c30,x19,19,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,14.6,N,15,x19_separated_d14.6_n_a15,GFN1 extended,2.461310153119939,1.4730505681982322,-1.165296453677911,5.217534581275686,5,5,0.7050384689857184,0.0486279128311497
ab534c30_peroxidase,ab534c30,x19,19,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,14.6,N,15,x19_separated_d14.6_n_a15,GFN1 SCF fallback,0.0367540750416992,2.2016058055100984,-2.907197031009673,5.108802836519772,5,5,0.7050384689857184,0.0486279128311497
10881684_glutathione_peroxidase,10881684,x20,20,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 SCF fallback,2.4527677174046403,2.8764346131174534,0.1892976730878217,2.8764346131174534,5,5,0.6990580851591767,0.045796298078177
10881684_oxidase,10881684,x20,20,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,First pass,-1.591585359669125,0.1827675248764535,0.1827675248764535,0.3720294061686218,5,5,0.6990580851591767,0.045796298078177
40a34f3b_glutathione_peroxidase,40a34f3b,x20,20,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN2 deep,1.4759487829610407,1.582893079731548,0.115170420931463,1.582893079731548,5,5,0.7441726411084308,0.0485155991340531
40a34f3b_peroxidase,40a34f3b,x20,20,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 SCF fallback,0.4426060710934507,1.4336467265052306,-2.829975861481671,4.263622587986902,5,5,0.7441726411084308,0.0485155991340531
445ecd99_glucose_oxidase,445ecd99,x20,20,Glucose Oxidase + Glutathione Peroxidase,Glucose Oxidase,Glutathione Peroxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 extended,3.7471577359333423,2.164755028205036,-2.115269321886444,4.28002435009148,5,5,0.7643492601885404,0.0430888824771564
445ecd99_glutathione_peroxidase,445ecd99,x20,20,Glucose Oxidase + Glutathione Peroxidase,Glutathione Peroxidase,Glucose Oxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN2 deep,2.1698748947169406,3.444447808035875,0.713086807970285,3.444447808035875,5,5,0.7643492601885404,0.0430888824771564
52e70cee_catalase,52e70cee,x20,20,Catalase + Peroxidase,Catalase,Peroxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 SCF fallback,0.2946487101353341,2.177164214219829,-1.177657976772025,3.354822190991854,5,5,0.7688037411069062,0.0457597118710252
52e70cee_peroxidase,52e70cee,x20,20,Catalase + Peroxidase,Peroxidase,Catalase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 SCF fallback,0.4405703885236107,1.3779428134957925,-0.7303354323576059,2.1082782458533984,5,5,0.7688037411069062,0.0457597118710252
7dbb8378_catalase,7dbb8378,x20,20,Catalase + Oxidase,Catalase,Oxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 SCF fallback,0.2962190068151358,2.182899374007775,-1.1976000064041727,3.380499380411948,5,5,0.7702264809970791,0.0364550401651696
7dbb8378_oxidase,7dbb8378,x20,20,Catalase + Oxidase,Oxidase,Catalase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,First pass,-0.7040873422806726,0.1672538838211039,0.1672538838211039,0.3276413162939207,5,5,0.7702264809970791,0.0364550401651696
8828f789_catalase,8828f789,x20,20,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 SCF fallback,0.2962190068160453,2.197837906537643,-1.1795271345008589,3.3773650410385017,5,5,0.7702264809970791,0.0364550401651696
8828f789_glutathione_peroxidase,8828f789,x20,20,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN2 deep,2.169942837115741,3.426325796900528,0.6510589744302706,3.426325796900528,5,5,0.7702264809970791,0.0364550401651696
89743efe_catalase,89743efe,x20,20,Catalase + Peroxidase,Catalase,Peroxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 SCF fallback,-0.1269677459908962,3.97319491997996,3.97319491997996,3.97319491997996,5,5,0.7281605783901766,0.0376382113057904
89743efe_peroxidase,89743efe,x20,20,Catalase + Peroxidase,Peroxidase,Catalase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 SCF fallback,-0.5973358851376815,2.551429153429126,2.551429153429126,2.551429153429126,5,5,0.7281605783901766,0.0376382113057904
97a889c9_glutathione_peroxidase,97a889c9,x20,20,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN2 deep,1.4763466846638948,1.571684258775349,0.1052647294727648,1.571684258775349,5,5,0.7457705692235291,0.04079836591388
97a889c9_oxidase,97a889c9,x20,20,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,First pass,-0.7035606017593636,0.0987232516486074,0.0987232516486074,0.3298331328201129,5,5,0.7457705692235291,0.04079836591388
a164ecde_oxidase,a164ecde,x20,20,Oxidase + Peroxidase,Oxidase,Peroxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,First pass,-0.6353147885438375,0.0,-0.566248543587335,0.9022127900202576,5,5,0.7014018834997138,0.0498407819570961
a164ecde_peroxidase,a164ecde,x20,20,Oxidase + Peroxidase,Peroxidase,Oxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 SCF fallback,-0.8623392049696577,2.829185911010427,2.829185911010427,2.829185911010427,5,5,0.7014018834997138,0.0498407819570961
ac78230b_glucose_oxidase,ac78230b,x20,20,Glucose Oxidase + Oxidase,Glucose Oxidase,Oxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 SCF fallback,3.7471577359333423,0.1152894494844076,-1.826290475642054,1.9415799251264616,5,5,0.7643492601885404,0.0430888824771564
ac78230b_oxidase,ac78230b,x20,20,Glucose Oxidase + Oxidase,Oxidase,Glucose Oxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN2 deep,-0.7042276951397071,0.1727986155210601,0.1727986155210601,0.3080959282851836,5,5,0.7643492601885404,0.0430888824771564
c134acbe_catalase,c134acbe,x20,20,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 extended,-0.1293214338643338,4.020395173050474,4.020395173050474,4.020395173050474,5,5,0.7261656092063944,0.0389914028654469
c134acbe_glutathione_peroxidase,c134acbe,x20,20,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN2 deep,0.4604557580496475,1.2565229888155045,0.096664494111792,1.667700067442638,5,5,0.7261656092063944,0.0389914028654469
cb6a0baf_glutathione_peroxidase,cb6a0baf,x20,20,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 extended,2.450712533704973,2.6551567305168646,2.6551567305168646,3.0658397263950974,5,5,0.7014018834997138,0.0498407819570961
cb6a0baf_peroxidase,cb6a0baf,x20,20,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 SCF fallback,-0.8623392049685208,2.8291781795683164,2.8291781795683164,2.8291781795683164,5,5,0.7014018834997138,0.0498407819570961
ed63c308_catalase,ed63c308,x20,20,Catalase + Oxidase,Catalase,Oxidase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,GFN1 extended,-0.1293214338625148,4.021393762693606,4.021393762693606,4.021393762693606,5,5,0.7261656092063944,0.0389914028654469
ed63c308_oxidase,ed63c308,x20,20,Catalase + Oxidase,Oxidase,Catalase,independent adjacent,6.2,N,45,x20_adjacent_d6.2_n_a45,First pass,-1.5243079133347237,0.0760144773826141,0.0760144773826141,0.2520569764642459,5,5,0.7261656092063944,0.0389914028654469
f7a85d5f_oxidase,f7a85d5f,x20,20,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN2 deep,-0.8920055213857268,0.0,-0.5879106378961296,0.9016510952683348,5,5,0.7441726411084308,0.0485155991340531
f7a85d5f_peroxidase,f7a85d5f,x20,20,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,8.8,N,45,x20_separated_d8.8_n_a45,GFN1 SCF fallback,0.4426060710907222,1.433637414142595,-2.8320842321677446,4.26572164631034,5,5,0.7441726411084308,0.0485155991340531
041d77dd_glutathione_peroxidase,041d77dd,x21,21,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN1 extended,2.131605725771351,5.227478460407838,2.447604273823345,5.227478460407838,5,5,0.7128336754291368,0.0440221198446846
041d77dd_peroxidase,041d77dd,x21,21,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN1 extended,1.8665916385598396,0.0,-5.494270584359583,5.494270584359583,5,5,0.7128336754291368,0.0440221198446846
1be9a0ce_catalase,1be9a0ce,x21,21,Catalase + Oxidase,Catalase,Oxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN1 SCF fallback,0.3009452717101339,3.345313628031363,3.345313628031363,3.345313628031363,5,5,0.7523595840883148,0.0487899422916002
1be9a0ce_oxidase,1be9a0ce,x21,21,Catalase + Oxidase,Oxidase,Catalase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,First pass,-1.036808796565765,0.0,-3.829485184612168,4.0478834359400935,5,5,0.7523595840883148,0.0487899422916002
242dc5ee_glutathione_peroxidase,242dc5ee,x21,21,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN2 deep,2.566462598171711,0.8967607401173154,0.8109516589838677,0.8967607401173154,5,5,0.686118164765252,0.0440248346278759
242dc5ee_oxidase,242dc5ee,x21,21,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN2 deep,0.6029597622609799,0.0,-3.679774883901701,3.840656728204976,5,5,0.686118164765252,0.0440248346278759
383785f2_catalase,383785f2,x21,21,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN1 SCF fallback,0.300945271708315,3.345313441602684,3.345313441602684,3.345313441602684,5,5,0.7523595840883148,0.0487899422916002
383785f2_glutathione_peroxidase,383785f2,x21,21,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN2 deep,2.3776189586128567,4.246435384472534,-2.985438228404746,7.23187361287728,5,5,0.7523595840883148,0.0487899422916002
6b6d60b0_catalase,6b6d60b0,x21,21,Catalase + Oxidase,Catalase,Oxidase,bridged,5.8,NS,75,x21_bridged_d5.8_ns_a75,GFN1 SCF fallback,0.0624313736489057,3.0108726610933445,3.0108726610933445,3.0108726610933445,5,5,0.7709690848808621,0.0496302428344888
6b6d60b0_oxidase,6b6d60b0,x21,21,Catalase + Oxidase,Oxidase,Catalase,bridged,5.8,NS,75,x21_bridged_d5.8_ns_a75,GFN1 SCF fallback,-0.371944550703347,0.0,-5.823534551843295,5.906565957939165,5,5,0.7709690848808621,0.0496302428344888
babc42dd_oxidase,babc42dd,x21,21,Oxidase + Peroxidase,Oxidase,Peroxidase,bridged,5.8,NS,75,x21_bridged_d5.8_ns_a75,GFN1 SCF fallback,-1.5013961344927793,0.0,-0.9692551418065704,1.1828332721352126,5,5,0.7046797261273935,0.046952550000309
babc42dd_peroxidase,babc42dd,x21,21,Oxidase + Peroxidase,Peroxidase,Oxidase,bridged,5.8,NS,75,x21_bridged_d5.8_ns_a75,GFN1 extended,-0.352264883483258,0.0,-8.346943371499947,8.346943371499947,5,5,0.7046797261273935,0.046952550000309
e20f356a_oxidase,e20f356a,x21,21,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,First pass,0.2573494840294188,0.0,-0.7708345829041718,0.7957766679146516,5,5,0.7128336754291368,0.0440221198446846
e20f356a_peroxidase,e20f356a,x21,21,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN1 extended,1.8665916385616583,0.0,-5.57465884411431,5.57465884411431,5,5,0.7128336754291368,0.0440221198446846
f7128d92_catalase,f7128d92,x21,21,Catalase + Peroxidase,Catalase,Peroxidase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN1 SCF fallback,0.3014792834287618,3.351685750868455,3.351685750868455,3.351685750868455,5,5,0.7867869847664679,0.0397976538119046
f7128d92_peroxidase,f7128d92,x21,21,Catalase + Peroxidase,Peroxidase,Catalase,independent separated,9.8,NS,75,x21_separated_d9.8_ns_a75,GFN1 extended,1.902606555592229,0.479547884875501,-4.618348555331977,5.097896440207478,5,5,0.7867869847664679,0.0397976538119046
2eb65b9e_glucose_oxidase,2eb65b9e,x23,23,Glucose Oxidase + Oxidase,Glucose Oxidase,Oxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN1 SCF fallback,1.8085155284879877,0.0,-1.5289962614106116,2.377703167047912,5,5,0.7244439484006586,0.046945396363707
2eb65b9e_oxidase,2eb65b9e,x23,23,Glucose Oxidase + Oxidase,Oxidase,Glucose Oxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,First pass,-1.2075493181332604,0.2486413988426647,0.2486413988426647,0.3638237707023108,5,5,0.7244439484006586,0.046945396363707
3c24a739_catalase,3c24a739,x23,23,Catalase + Oxidase,Catalase,Oxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN1 SCF fallback,0.3738316912804293,1.318407891631523,-4.406959353286311,5.725367244917834,5,5,0.7274134908585247,0.0463153847320424
3c24a739_oxidase,3c24a739,x23,23,Catalase + Oxidase,Oxidase,Catalase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,First pass,-1.2076458876008471,0.2615335414429864,0.2615335414429864,0.3745871423352582,5,5,0.7274134908585247,0.0463153847320424
77b47a61_oxidase,77b47a61,x23,23,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,First pass,-1.207523722011956,0.0,-0.304909217813929,0.3132714466146353,5,5,0.6978692634012092,0.0457559273028352
9b19eaa6_peroxidase,9b19eaa6,x23,23,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN1 SCF fallback,-0.0088606526460353,2.187269531106722,-2.1398265337065823,4.327096064813304,5,5,0.6929325984771351,0.0403223690585662
c3d7b2be_catalase,c3d7b2be,x23,23,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN1 SCF fallback,0.3738316912813388,1.2707237191925742,-4.45519971178237,5.7259234309749445,5,5,0.7274134908585247,0.0463153847320424
c3d7b2be_glutathione_peroxidase,c3d7b2be,x23,23,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN2 deep,2.333967202489021,3.0086854556811886,0.5959767587919487,3.0086854556811886,5,5,0.7274134908585247,0.0463153847320424
e05e0274_glucose_oxidase,e05e0274,x23,23,Glucose Oxidase + Glutathione Peroxidase,Glucose Oxidase,Glutathione Peroxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN1 SCF fallback,1.808515528490716,0.0,-1.5237355569115607,2.392408886530575,5,5,0.7244439484006586,0.046945396363707
e05e0274_glutathione_peroxidase,e05e0274,x23,23,Glucose Oxidase + Glutathione Peroxidase,Glutathione Peroxidase,Glucose Oxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN2 deep,2.334450595290946,2.994822626417772,-0.6197330990489718,3.614555725466744,5,5,0.7244439484006586,0.046945396363707
f35b0148_oxidase,f35b0148,x23,23,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,First pass,-0.8853108129242173,0.7977705107714428,0.7977705107714428,0.8596522502111839,5,5,0.6929325984771351,0.0403223690585662
f35b0148_peroxidase,f35b0148,x23,23,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,11.4,N,135,x23_separated_d11.4_n_a135,GFN1 extended,-0.0088606526473995,1.3673485210920262,-2.2679591965111285,3.6353077176031543,5,5,0.6929325984771351,0.0403223690585662
1254576c_glutathione_peroxidase,1254576c,x24,24,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN1 SCF fallback,1.9429071199901955,3.843532058005621,3.843532058005621,6.556648957542166,5,5,0.7410842145218415,0.0413801782365245
1254576c_oxidase,1254576c,x24,24,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN2 deep,-0.9025703450397486,0.0,-0.2204446229002314,0.5726246176031964,5,5,0.7410842145218415,0.0413801782365245
2683d752_oxidase,2683d752,x24,24,Oxidase + Peroxidase,Oxidase,Peroxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN2 deep,-0.7046531784476429,0.4180951409716726,-0.9101662361745184,1.328261377146191,5,5,0.7812096909741286,0.0473086989042248
2683d752_peroxidase,2683d752,x24,24,Oxidase + Peroxidase,Peroxidase,Oxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN1 extended,0.4035071331563813,1.257391535912575,-4.089655826789567,5.347047362702142,5,5,0.7812096909741286,0.0473086989042248
3e66ea84_oxidase,3e66ea84,x24,24,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,12.0,N,15,x24_separated_d12.0_n_a15,First pass,-0.5206742179520916,0.6199008970042996,0.6199008970042996,0.7616473796751961,5,5,0.6724725945384546,0.0475514610694481
3e66ea84_peroxidase,3e66ea84,x24,24,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,12.0,N,15,x24_separated_d12.0_n_a15,GFN1 extended,0.5070403089562205,1.269129134090235,-2.6579904707427886,3.927119604833024,5,5,0.6724725945384546,0.0475514610694481
7092a769_glutathione_peroxidase,7092a769,x24,24,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,12.0,N,15,x24_separated_d12.0_n_a15,GFN2 deep,0.506559405662756,0.0,-0.7521635467428496,3.238654422410036,5,5,0.6724725945384546,0.0475514610694481
7092a769_peroxidase,7092a769,x24,24,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,12.0,N,15,x24_separated_d12.0_n_a15,GFN1 SCF fallback,0.5070403089548563,1.2691279016594308,-3.495937149481506,4.765065051140937,5,5,0.6724725945384546,0.0475514610694481
a85ddc11_catalase,a85ddc11,x24,24,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN1 SCF fallback,0.1259523829207864,4.089769661487935,4.089769661487935,4.089769661487935,5,5,0.7511612657312534,0.0457318593784649
a85ddc11_glutathione_peroxidase,a85ddc11,x24,24,Catalase + Glutathione Peroxidase,Glutathione Peroxidase,Catalase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN2 deep,1.6713741524413308,1.7212760941465604,0.2341882539785729,1.7212760941465604,5,5,0.7511612657312534,0.0457318593784649
d5e32805_glutathione_peroxidase,d5e32805,x24,24,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN2 deep,2.0789377851651807,3.777411894456236,1.990505116013992,3.777411894456236,5,5,0.7812096909741286,0.0473086989042248
d5e32805_peroxidase,d5e32805,x24,24,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN1 extended,0.4035071331554718,1.257372206369837,-4.076816333134048,5.334188539503884,5,5,0.7812096909741286,0.0473086989042248
d90a3cfc_catalase,d90a3cfc,x24,24,Catalase + Peroxidase,Catalase,Peroxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN1 SCF fallback,0.1171889327247299,3.966899848522189,3.966899848522189,3.966899848522189,5,5,0.791822499500259,0.0434643230900344
d90a3cfc_peroxidase,d90a3cfc,x24,24,Catalase + Peroxidase,Peroxidase,Catalase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN1 extended,0.4044202327440871,1.28163479551813,-4.077281555531044,5.358916351049174,5,5,0.791822499500259,0.0434643230900344
df57707f_catalase,df57707f,x24,24,Catalase + Oxidase,Catalase,Oxidase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN1 SCF fallback,0.1259523829207864,4.077093039633382,4.077093039633382,4.077093039633382,5,5,0.7511612657312534,0.0457318593784649
df57707f_oxidase,df57707f,x24,24,Catalase + Oxidase,Oxidase,Catalase,independent adjacent,8.8,N,15,x24_adjacent_d8.8_n_a15,GFN2 deep,-0.903338130877728,0.0,-0.2235636769360098,0.5759413606433554,5,5,0.7511612657312534,0.0457318593784649
71c3c53b_glutathione_peroxidase,71c3c53b,x25,25,Glutathione Peroxidase + Peroxidase,Glutathione Peroxidase,Peroxidase,independent separated,13.0,NS,45,x25_separated_d13.0_ns_a45,GFN2 deep,2.1498278598241995,3.160491544486831,0.7499220028785203,3.3666859068844133,5,5,0.7435641033269726,0.0497534533709731
71c3c53b_peroxidase,71c3c53b,x25,25,Glutathione Peroxidase + Peroxidase,Peroxidase,Glutathione Peroxidase,independent separated,13.0,NS,45,x25_separated_d13.0_ns_a45,First pass,0.20837752190846,0.6555998396684117,0.6555998396684117,0.682806990467725,5,5,0.7435641033269726,0.0497534533709731
a74f064d_oxidase,a74f064d,x25,25,Oxidase + Peroxidase,Oxidase,Peroxidase,independent separated,13.0,NS,45,x25_separated_d13.0_ns_a45,First pass,-1.0794497881129246,0.0,-0.3588833967219216,0.4655163365673616,5,5,0.7435641033269726,0.0497534533709731
a74f064d_peroxidase,a74f064d,x25,25,Oxidase + Peroxidase,Peroxidase,Oxidase,independent separated,13.0,NS,45,x25_separated_d13.0_ns_a45,First pass,0.2083775219093695,0.6578266522906233,0.6578266522906233,0.6850494491800418,5,5,0.7435641033269726,0.0497534533709731
ee0eb0b5_glutathione_peroxidase,ee0eb0b5,x25,25,Glutathione Peroxidase + Oxidase,Glutathione Peroxidase,Oxidase,independent separated,13.0,NS,45,x25_separated_d13.0_ns_a45,GFN1 extended,1.7446858026232803,3.32078282524526,-0.1837178330097231,4.990942780807018,5,5,0.7570233351841287,0.037652443875212
ee0eb0b5_oxidase,ee0eb0b5,x25,25,Glutathione Peroxidase + Oxidase,Oxidase,Glutathione Peroxidase,independent separated,13.0,NS,45,x25_separated_d13.0_ns_a45,First pass,-0.6780021616832528,0.0,-0.1163565158808523,0.3469573739771476,5,5,0.7570233351841287,0.037652443875212
59aeabf7_catalase,59aeabf7,x26,26,Catalase + Glutathione Peroxidase,Catalase,Glutathione Peroxidase,independent adjacent,9.8,NS,75,x26_adjacent_d9.8_ns_a75,GFN1 SCF fallback,0.3009452717101339,3.3453135480549463,3.3453135480549463,3.3453135480549463,5,5,0.7412085278110538,0.0487899422916002
