candidate_id,design_id,design_index,activity_pair,topology,distance_a,doping,angle_deg,variant_id,score,max_force_ev_per_a,complete_profile_count,retained_profile_activities
d2bbcd7f,x26,26,Catalase + Peroxidase,bridged,8.0,S,75,x26_bridged_d8.0_s_a75,0.7753719626912299,0.0484055634069378,2,Catalase; Peroxidase
59aeabf7,x26,26,Catalase + Glutathione Peroxidase,independent adjacent,9.8,NS,75,x26_adjacent_d9.8_ns_a75,0.7412085278110538,0.0487899422916002,2,Catalase; Glutathione Peroxidase
e5e8e310,x26,26,Catalase + Oxidase,independent adjacent,9.8,NS,75,x26_adjacent_d9.8_ns_a75,0.7412085278110538,0.0487899422916002,2,Catalase; Oxidase
61225ae4,x26,26,Catalase + Peroxidase,independent adjacent,9.8,NS,75,x26_adjacent_d9.8_ns_a75,0.7833346161882045,0.0397976538119046,2,Catalase; Peroxidase
9fb993e8,x26,26,Glutathione Peroxidase + Oxidase,independent adjacent,9.8,NS,75,x26_adjacent_d9.8_ns_a75,0.6656792780000343,0.0440248346278759,2,Glutathione Peroxidase; Oxidase
ee1f8cc5,x26,26,Glutathione Peroxidase + Peroxidase,independent adjacent,9.8,NS,75,x26_adjacent_d9.8_ns_a75,0.6941405313674515,0.0440221198446846,2,Glutathione Peroxidase; Peroxidase
c6ac076d,x26,26,Oxidase + Peroxidase,independent adjacent,9.8,NS,75,x26_adjacent_d9.8_ns_a75,0.6941405313674515,0.0440221198446846,2,Oxidase; Peroxidase
c7f76d94,x27,27,Oxidase + Peroxidase,bridged,8.4,N,105,x27_bridged_d8.4_n_a105,0.6811256034097285,0.0489506323398454,2,Oxidase; Peroxidase
e717fb24,x28,28,Catalase + Glutathione Peroxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7385765081047128,0.0332909161674527,2,Catalase; Glutathione Peroxidase
18ccc8e9,x28,28,Catalase + Oxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7385765081047128,0.0332909161674527,2,Catalase; Oxidase
bdb12ce6,x28,28,Catalase + Peroxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7426079971318559,0.0499195968952458,2,Catalase; Peroxidase
988b93aa,x28,28,Glucose Oxidase + Glutathione Peroxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7405103242104998,0.0452724004139536,2,Glucose Oxidase; Glutathione Peroxidase
7a476de9,x28,28,Glucose Oxidase + Oxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7405103242104998,0.0452724004139536,2,Glucose Oxidase; Oxidase
f2c6aa9d,x28,28,Glutathione Peroxidase + Oxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7124060545254851,0.0471249270641901,2,Glutathione Peroxidase; Oxidase
b8a00c0a,x28,28,Glutathione Peroxidase + Peroxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7125551497921899,0.0483332662305884,2,Glutathione Peroxidase; Peroxidase
fae232f3,x28,28,Oxidase + Peroxidase,independent adjacent,6.2,N,135,x28_adjacent_d6.2_n_a135,0.7125551497921899,0.0483332662305884,2,Oxidase; Peroxidase
b677be09,x28,28,Catalase + Glutathione Peroxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7706272256571214,0.0452776861062371,2,Catalase; Glutathione Peroxidase
b5550f00,x28,28,Catalase + Oxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7706272256571214,0.0452776861062371,2,Catalase; Oxidase
8ae50da4,x28,28,Catalase + Peroxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7689043755337874,0.0401015337188674,2,Catalase; Peroxidase
132e39e4,x28,28,Glucose Oxidase + Glutathione Peroxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7649933010407961,0.0456651017354856,2,Glucose Oxidase; Glutathione Peroxidase
4748ee82,x28,28,Glucose Oxidase + Oxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7649933010407961,0.0456651017354856,2,Glucose Oxidase; Oxidase
ebc51ce1,x28,28,Glutathione Peroxidase + Oxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7453663345578551,0.0487866171239061,2,Glutathione Peroxidase; Oxidase
532e640a,x28,28,Glutathione Peroxidase + Peroxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7435252140757866,0.0439318728532364,2,Glutathione Peroxidase; Peroxidase
c8fcefa5,x28,28,Oxidase + Peroxidase,independent separated,8.8,N,135,x28_separated_d8.8_n_a135,0.7435252140757866,0.0439318728532364,2,Oxidase; Peroxidase
408e19b5,x29,29,Catalase + Oxidase,bridged,5.8,NS,15,x29_bridged_d5.8_ns_a15,0.6753025469151679,0.0374415220263801,2,Catalase; Oxidase
bb757de5,x29,29,Catalase + Peroxidase,bridged,5.8,NS,15,x29_bridged_d5.8_ns_a15,0.7184831787416256,0.0490371772207585,2,Catalase; Peroxidase
030c3780,x29,29,Oxidase + Peroxidase,bridged,5.8,NS,15,x29_bridged_d5.8_ns_a15,0.6669747445875274,0.0472132861697117,2,Oxidase; Peroxidase
92db5883,x29,29,Glutathione Peroxidase + Oxidase,independent separated,9.8,NS,15,x29_separated_d9.8_ns_a15,0.7307835530238193,0.0439724248177501,2,Glutathione Peroxidase; Oxidase
ba68d7b7,x30,30,Catalase + Glutathione Peroxidase,independent adjacent,7.4,NS,45,x30_adjacent_d7.4_ns_a45,0.7309378693994157,0.0388849189125755,2,Catalase; Glutathione Peroxidase
5685d8a5,x30,30,Catalase + Oxidase,independent adjacent,7.4,NS,45,x30_adjacent_d7.4_ns_a45,0.7309378693994157,0.0388849189125755,2,Catalase; Oxidase
9896e450,x30,30,Glutathione Peroxidase + Oxidase,independent adjacent,7.4,NS,45,x30_adjacent_d7.4_ns_a45,0.657685462878245,0.0398201484965231,2,Glutathione Peroxidase; Oxidase
303a8d4e,x30,30,Glutathione Peroxidase + Peroxidase,independent adjacent,7.4,NS,45,x30_adjacent_d7.4_ns_a45,0.6809653039314163,0.0446211754151681,2,Glutathione Peroxidase; Peroxidase
6f8d0650,x30,30,Oxidase + Peroxidase,independent adjacent,7.4,NS,45,x30_adjacent_d7.4_ns_a45,0.6809653039314163,0.0446211754151681,2,Oxidase; Peroxidase
6b310cc8,x30,30,Catalase + Peroxidase,independent separated,10.4,S,45,x30_separated_d10.4_s_a45,0.7755359127138295,0.0448720241379468,2,Catalase; Peroxidase
b876b6fa,x30,30,Glutathione Peroxidase + Oxidase,independent separated,10.4,S,45,x30_separated_d10.4_s_a45,0.7583719685189557,0.039843506385257,1,Oxidase
e0e929e4,x30,30,Glutathione Peroxidase + Peroxidase,independent separated,10.4,S,45,x30_separated_d10.4_s_a45,0.7564669687445065,0.0397442283608387,2,Glutathione Peroxidase; Peroxidase
b210dff4,x30,30,Oxidase + Peroxidase,independent separated,10.4,S,45,x30_separated_d10.4_s_a45,0.7564669687445065,0.0397442283608387,2,Oxidase; Peroxidase
234243b6,x33,33,Catalase + Glucose Oxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,0.7934769385133338,0.0470376131005629,2,Catalase; Glucose Oxidase
1598f4df,x33,33,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,0.7892656161072762,0.0435283120729684,2,Catalase; Glutathione Peroxidase
f29e0fdd,x33,33,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,0.7895708925663723,0.0462163296219865,2,Catalase; Glutathione Peroxidase
655701ab,x33,33,Catalase + Oxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,0.7892656161072762,0.0435283120729684,2,Catalase; Oxidase
58cd208d,x33,33,Catalase + Peroxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,0.7892656161072762,0.0435283120729684,2,Catalase; Peroxidase
54778a08,x33,33,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,0.7325694922599312,0.0341464692057766,2,Glutathione Peroxidase; Oxidase
2df232c8,x33,33,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,135,x33_separated_d13.0_ns_a135,0.7325694922599312,0.0341464692057766,2,Glutathione Peroxidase; Peroxidase
76727a58,x37,37,Catalase + Glutathione Peroxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,0.7818906909588861,0.0470047496629781,2,Catalase; Glutathione Peroxidase
d8167640,x37,37,Catalase + Glutathione Peroxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,0.7838231983044139,0.0445318983202203,2,Catalase; Glutathione Peroxidase
21438f1d,x37,37,Catalase + Oxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,0.7818906909588861,0.0470047496629781,2,Catalase; Oxidase
9502397a,x37,37,Catalase + Peroxidase,independent separated,9.8,NS,105,x37_separated_d9.8_ns_a105,0.7818906909588861,0.0470047496629781,2,Catalase; Peroxidase
66a9e1fa,x39,39,Catalase + Glutathione Peroxidase,independent separated,11.4,N,15,x39_separated_d11.4_n_a15,0.7727197492034573,0.043256235698905,2,Catalase; Glutathione Peroxidase
0c47f082,x41,41,Catalase + Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7710271028059617,0.0415788836841863,2,Catalase; Glucose Oxidase
a23c7a6c,x41,41,Catalase + Glucose Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7805247311754001,0.0475140448968916,2,Catalase; Glucose Oxidase
8b06e731,x41,41,Catalase + Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7739853810132499,0.0359927513618144,2,Catalase; Glutathione Peroxidase
ebe06968,x41,41,Catalase + Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603,2,Catalase; Glutathione Peroxidase
12d32dab,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7721458607002749,0.0318107386225411,2,Catalase; Oxidase
16e7f330,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7721458607002749,0.0318107386225411,0,
742aba40,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603,2,Catalase; Oxidase
b5aad8dd,x41,41,Catalase + Oxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603,0,
730b9385,x41,41,Catalase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7721458607002749,0.0318107386225411,2,Catalase; Peroxidase
ea2c7ef2,x41,41,Catalase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7743119086692003,0.0470246973007603,2,Catalase; Peroxidase
18413b3e,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7792413328415921,0.0497388545612139,2,Glucose Oxidase; Glutathione Peroxidase
16da8ca8,x41,41,Glucose Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7792413328415921,0.0497388545612139,2,Glucose Oxidase; Peroxidase
07be8be8,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7422286078397209,0.0482322789270471,2,Glutathione Peroxidase; Peroxidase
35496c33,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7445802464514482,0.0490154239554888,2,Glutathione Peroxidase; Peroxidase
53689eb8,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7616128370863351,0.0281881493339726,2,Glutathione Peroxidase; Peroxidase
d0e763c5,x41,41,Glutathione Peroxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7599777551105995,0.0499766469419764,2,Glutathione Peroxidase; Peroxidase
0d026db6,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7599777551105995,0.0499766469419764,2,Oxidase; Peroxidase
1ee7d713,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7616128370863351,0.0281881493339726,2,Oxidase; Peroxidase
64928548,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7673528681860793,0.0445165760315157,2,Oxidase; Peroxidase
e6496c02,x41,41,Oxidase + Peroxidase,independent adjacent,9.2,S,75,x41_adjacent_d9.2_s_a75,0.7657665859456679,0.0429944463632323,2,Oxidase; Peroxidase
3fc90a7e,x41,41,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7915290462996825,0.0485304754869852,2,Catalase; Glucose Oxidase
4536cfb5,x41,41,Catalase + Glucose Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7766638017287193,0.0498501218226645,2,Catalase; Glucose Oxidase
c78f0cb3,x41,41,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567,2,Catalase; Glutathione Peroxidase
e079d280,x41,41,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7704636814974029,0.0481189856776892,1,Catalase
0a4850cd,x41,41,Catalase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487,2,Catalase; Oxidase
2cef1d32,x41,41,Catalase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567,2,Catalase; Oxidase
449c2453,x41,41,Catalase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690542116744179,0.0387148067836487,2,Catalase; Peroxidase
debc04c4,x41,41,Catalase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7690774546335157,0.049681428230567,2,Catalase; Peroxidase
04e048d9,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073,2,Glucose Oxidase; Glutathione Peroxidase
6e25a9f2,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824,2,Glucose Oxidase; Glutathione Peroxidase
74c8179e,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7759146309607963,0.0453180654648987,1,Glucose Oxidase
f7e729b9,x41,41,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7702526600943473,0.0451732091218029,2,Glucose Oxidase; Glutathione Peroxidase
1cbd79d8,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824,2,Glucose Oxidase; Oxidase
278270c5,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073,2,Glucose Oxidase; Oxidase
4a583596,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852,2,Glucose Oxidase; Oxidase
b0d27180,x41,41,Glucose Oxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746,2,Glucose Oxidase; Oxidase
0f96c07e,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.769251122091527,0.0496986009767073,2,Glucose Oxidase; Peroxidase
2c11e785,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7689525428337999,0.0421565078069852,2,Glucose Oxidase; Peroxidase
73dc09b5,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749127775495852,0.0403407219248824,2,Glucose Oxidase; Peroxidase
ecd634a6,x41,41,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7749791981106524,0.0284339402505746,2,Glucose Oxidase; Peroxidase
4442f5f8,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546,2,Glutathione Peroxidase; Oxidase
82135a5e,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083,2,Glutathione Peroxidase; Oxidase
ac79c6bc,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671,2,Glutathione Peroxidase; Oxidase
efb03ea5,x41,41,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956,2,Glutathione Peroxidase; Oxidase
1205c5f3,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7641952426554254,0.0443565463594083,2,Glutathione Peroxidase; Peroxidase
4adfaf8a,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7639120153632333,0.0392124027384671,2,Glutathione Peroxidase; Peroxidase
78a36f04,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546,2,Glutathione Peroxidase; Peroxidase
830321f8,x41,41,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956,2,Glutathione Peroxidase; Peroxidase
1dce8c74,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7637667729725313,0.0486460535658956,2,Oxidase; Peroxidase
919ccd7b,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7643753592740308,0.0478102105622102,2,Oxidase; Peroxidase
a4f1410e,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7634359142388472,0.0497450287861546,2,Oxidase; Peroxidase
f596df19,x41,41,Oxidase + Peroxidase,independent separated,13.0,NS,75,x41_separated_d13.0_ns_a75,0.7650262739638519,0.0457985069050329,2,Oxidase; Peroxidase
dadedca1,x42,42,Catalase + Oxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.7516357841298118,0.0495819472946746,2,Catalase; Oxidase
d55d440b,x42,42,Catalase + Peroxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.7516357841298118,0.0495819472946746,2,Catalase; Peroxidase
0d586dda,x42,42,Oxidase + Peroxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.6920198607720043,0.0398119889690761,2,Oxidase; Peroxidase
33f5090f,x42,42,Oxidase + Peroxidase,bridged,8.0,S,105,x42_bridged_d8.0_s_a105,0.7045941570891534,0.0439805318631572,2,Oxidase; Peroxidase
99c9e8a3,x42,42,Catalase + Oxidase,independent adjacent,9.8,NS,105,x42_adjacent_d9.8_ns_a105,0.7790927424633873,0.0470047496629781,2,Catalase; Oxidase
65f1b705,x42,42,Catalase + Peroxidase,independent adjacent,9.8,NS,105,x42_adjacent_d9.8_ns_a105,0.7790927424633873,0.0470047496629781,2,Catalase; Peroxidase
3861fc30,x45,45,Oxidase + Peroxidase,independent adjacent,7.0,S,45,x45_adjacent_d7.0_s_a45,0.7561832827557883,0.0403781848725311,2,Oxidase; Peroxidase
83fb28e5,x45,45,Oxidase + Peroxidase,independent adjacent,7.0,S,45,x45_adjacent_d7.0_s_a45,0.7220162759491427,0.048711806983356,2,Oxidase; Peroxidase
287b9237,x46,46,Catalase + Oxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7603654832184418,0.0495877286054424,2,Catalase; Oxidase
40f61d8b,x46,46,Catalase + Oxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7673686233128572,0.0373336937494809,2,Catalase; Oxidase
59ee06a3,x46,46,Catalase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7673686233128572,0.0373336937494809,2,Catalase; Peroxidase
5bfbeee7,x46,46,Catalase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7603654832184418,0.0495877286054424,2,Catalase; Peroxidase
820735e7,x46,46,Oxidase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7321054053549264,0.0403821900654531,2,Oxidase; Peroxidase
c583be02,x46,46,Oxidase + Peroxidase,bridged,6.2,S,75,x46_bridged_d6.2_s_a75,0.7359768148366754,0.0255910626519686,2,Oxidase; Peroxidase
47008e1f,x57,57,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7762577459457027,0.0498422704378364,2,Catalase; Glucose Oxidase
4e3975dc,x57,57,Catalase + Glucose Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7899004553696476,0.0350959619043756,2,Catalase; Glucose Oxidase
2270131c,x57,57,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609,2,Catalase; Glutathione Peroxidase
f7f45691,x57,57,Catalase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7677898002515564,0.0479004479386816,2,Catalase; Glutathione Peroxidase
43609ae6,x57,57,Catalase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939,2,Catalase; Oxidase
8bd9eb2b,x57,57,Catalase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609,2,Catalase; Oxidase
800a5ee6,x57,57,Catalase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7684131655527409,0.0387284543338939,2,Catalase; Peroxidase
943889b8,x57,57,Catalase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7659347915988732,0.0253217251348609,2,Catalase; Peroxidase
527978e9,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689,2,Glucose Oxidase; Glutathione Peroxidase
5efb93e0,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372,2,Glucose Oxidase; Glutathione Peroxidase
ccdababb,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7690812304364244,0.0478204130729478,2,Glucose Oxidase; Glutathione Peroxidase
f05535a0,x57,57,Glucose Oxidase + Glutathione Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7741380957515274,0.0484582316642808,2,Glucose Oxidase; Glutathione Peroxidase
183f4719,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756,2,Glucose Oxidase; Oxidase
6f57fdb3,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093,2,Glucose Oxidase; Oxidase
bf72d0e8,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372,2,Glucose Oxidase; Oxidase
fda8de88,x57,57,Glucose Oxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689,2,Glucose Oxidase; Oxidase
31967c28,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7676261857102435,0.0426801136596372,2,Glucose Oxidase; Peroxidase
5a342069,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7695868560827741,0.0455144097210093,2,Glucose Oxidase; Peroxidase
6e8d7cbd,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7755321343862964,0.0476588256651756,2,Glucose Oxidase; Peroxidase
c86619b2,x57,57,Glucose Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7726876143155694,0.0310589261254689,2,Glucose Oxidase; Peroxidase
1faba8f9,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848,2,Glutathione Peroxidase; Oxidase
65580183,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579,2,Glutathione Peroxidase; Oxidase
b9ee7011,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096,2,Glutathione Peroxidase; Oxidase
c8e4178b,x57,57,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077,2,Glutathione Peroxidase; Oxidase
69a0bda6,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7639553804448931,0.0418420560274848,2,Glutathione Peroxidase; Peroxidase
923d957d,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579,2,Glutathione Peroxidase; Peroxidase
a9f7bf53,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096,2,Glutathione Peroxidase; Peroxidase
dfc95401,x57,57,Glutathione Peroxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7618716387858977,0.0438336995485077,2,Glutathione Peroxidase; Peroxidase
49d8654f,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7641411237606842,0.0257603205875425,2,Oxidase; Peroxidase
4af72a56,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7612147638713789,0.0444608452564283,2,Oxidase; Peroxidase
a5876604,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7608068068273703,0.0483567004558579,2,Oxidase; Peroxidase
fac043ca,x57,57,Oxidase + Peroxidase,independent separated,13.0,NS,105,x57_separated_d13.0_ns_a105,0.7632115099227603,0.0390234039331096,2,Oxidase; Peroxidase
e2df0fd2,x65,65,Glutathione Peroxidase + Oxidase,independent separated,13.0,NS,45,x65_separated_d13.0_ns_a45,0.7266343337096387,0.0492664134402465,2,Glutathione Peroxidase; Oxidase
